scenario_id,context_key,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19
2,others_will_punish,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
2,reputation_decrease,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2,reputation_improve,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cannot,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2,reputation_same,Cannot,No,Cannot,Cannot,No,Cannot,Cannot,Cannot,Cannot,No,Cannot,No,Cannot,Cannot,No,Cannot,Cannot,Cannot,Cannot,Yes
2,retaliation_expected,Cannot,Yes,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Yes,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot
2,retaliation_not_expected,Cannot,Cannot,Cannot,Cannot,Yes,Cannot,Cannot,No,Cannot,Cannot,The,Cannot,No,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot
2,target_has_high_status,No,No,No,No,No,No,Cannot,No,No,No,No,Cannot,No,No,No,No,No,No,<,Yes
2,target_has_low_status,Yes,Yes,Cannot,Yes,Yes,Cannot,Cannot,Yes,Yes,Yes,No,Yes,No,No,Cannot,Yes,Yes,Cannot,Yes,Yes
2,target_has_supporters,No,No,No,No,No,Cannot,No,No,<,No,No,No,No,No,No,No,Cannot,No,Cannot,<
2,target_no_supporters,Cannot,Yes,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Yes,No,Cannot,Cannot,Cannot,Cannot,Cannot
2,tit_for_tat,Cannot,<,Unable,Cannot,No,Cannot,<,No,Yes,No,Cannot,<,No,Yes,No,<,No,No,Cannot,No
3,cost_10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Cannot,Yes,Yes,No,No,No,No,Yes,Yes
3,cost_10000,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3,deter_impossible,No,Cannot,No,No,No,No,Yes,Cannot,No,No,<,Cannot,No,Yes,No,Cannot,No,No,No,No
3,deter_others_impossible,Cannot,Yes,No,Cannot,Cannot,Cannot,Yes,Cannot,Cannot,<,Yes,Cannot,No,Cannot,Cannot,Cannot,Cannot,No,Cannot,<
3,deter_others_possible,No,No,Yes,Yes,Yes,No,No,No,Cannot,No,Cannot,Cannot,Cannot,Yes,Cannot,<,Yes,Cannot,Cannot,Yes
3,deter_possible,Yes,Cannot,Yes,Cannot,Yes,Cannot,Cannot,Cannot,Cannot,Yes,Cannot,Yes,Cannot,No,Yes,Cannot,Cannot,Yes,Cannot,Cannot
3,grim_trigger,Yes,<,Cannot,No,No,No,Yes,No,Cannot,No,Cannot,No,Cannot,No,No,No,No,Cannot,No,Yes
3,interaction_continuous,Yes,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Yes,Cannot,Yes,Yes,Cannot,Cannot,Yes,Cannot,Yes,Cannot,Yes
3,interaction_not_continuous,No,No,No,Cannot,No,No,No,Cannot,Yes,No,Yes,No,No,No,No,No,Cannot,No,Yes,No
3,legal_implications,No,No,No,Cannot,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3,legal_implications_none,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,No,Cannot,Cannot
3,no_context,No,Cannot,Cannot,Cannot,Cannot,No,Cannot,Cannot,No,Cannot,No,Cannot,No,Cannot,Cannot,Cannot,Cannot,Cannot,No,Cannot
3,offense_will_not_recur,No,<,Cannot,Cannot,Cannot,Yes,<,No,No,Cannot,No,Yes,No,Yes,Cannot,Yes,Cannot,<,No,Cannot
3,offense_will_recur,<,Cannot,Cannot,Cannot,Cannot,No,Cannot,Cannot,Cannot,No,No,Cannot,Cannot,No,Cannot,Cannot,Cannot,No,Cannot,Cannot
3,offense_will_recur_despite_punishment,No,No,No,No,No,No,Cannot,No,Yes,No,Cannot,No,No,No,No,No,No,Cannot,No,<
3,others_ambivalent,Cannot,Cannot,Yes,Cannot,Yes,No,Yes,No,Cannot,No,No,Cannot,Cannot,Cannot,Cannot,No,Cannot,No,Cannot,Cannot
3,others_do_not_want_punishment,No,No,No,Cannot,No,No,<,No,Yes,<,Cannot,No,Cannot,No,No,No,Cannot,Cannot,No,Yes
3,others_want_punishment,No,Cannot,No,Cannot,Cannot,No,Cannot,No,No,<,Cannot,No,No,No,No,Yes,Cannot,Cannot,Cannot,No
3,others_will_not_punish,<,No,Cannot,Yes,Cannot,Cannot,Yes,Yes,<,No,Yes,Cannot,Cannot,Yes,No,Cannot,Cannot,Yes,Cannot,<
3,others_will_punish,Cannot,<,Yes,Yes,Yes,Cannot,No,Yes,No,Cannot,No,No,Yes,No,Cannot,No,Cannot,No,No,No
3,reputation_decrease,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3,reputation_improve,Cannot,Yes,No,Yes,Cannot,Yes,<,Yes,Yes,Cannot,<,Cannot,Yes,Yes,Yes,No,Yes,No,<,Yes
3,reputation_same,No,No,No,Yes,No,Cannot,No,<,Yes,Yes,Yes,Cannot,Yes,No,No,No,No,No,Yes,Yes
3,retaliation_expected,Yes,No,Yes,No,Cannot,Cannot,No,No,<,Cannot,No,No,Cannot,Cannot,Cannot,Cannot,No,Cannot,No,Cannot
3,retaliation_not_expected,No,Cannot,No,Cannot,Cannot,Cannot,Yes,No,Yes,Cannot,Cannot,Cannot,No,No,No,Cannot,Cannot,Cannot,Cannot,Cannot
3,target_has_high_status,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3,target_has_low_status,<,<,No,Cannot,<,No,No,No,<,No,<,<,<,<,<,No,<,<,<,No
3,target_has_supporters,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Cannot,No,No
3,target_no_supporters,Cannot,No,Cannot,No,No,Cannot,No,No,No,Cannot,No,Cannot,Cannot,Cannot,No,Cannot,Cannot,No,No,Cannot
3,tit_for_tat,Yes,No,No,No,No,Cannot,No,No,No,No,No,No,No,No,No,Cannot,No,No,No,The
4,cost_10,Cannot,No,Yes,No,No,Cannot,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
4,cost_10000,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4,deter_impossible,Yes,Cannot,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No
4,deter_others_impossible,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Cannot,Yes,Yes,No,No,Yes,Cannot,Yes
4,deter_others_possible,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cannot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4,deter_possible,Yes,No,Yes,Yes,No,Yes,No,Cannot,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Cannot,Yes,No
4,grim_trigger,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4,interaction_continuous,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4,interaction_not_continuous,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4,legal_implications,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4,legal_implications_none,No,Cannot,Cannot,No,No,Cannot,No,No,Cannot,Cannot,Yes,Cannot,No,<,Yes,Yes,Yes,Cannot,Cannot,Cannot
4,no_context,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4,offense_will_not_recur,Yes,No,No,Yes,No,No,<,Yes,Yes,Yes,No,No,No,No,Cannot,No,Cannot,No,Yes,Yes
4,offense_will_recur,Yes,Yes,No,No,No,Yes,No,No,<,No,No,No,No,Yes,No,No,No,No,Yes,Yes
4,offense_will_recur_despite_punishment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4,others_ambivalent,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cannot,Yes,Yes,Yes
4,others_do_not_want_punishment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes
4,others_want_punishment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4,others_will_not_punish,Yes,<,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,<,Yes,No,No,Yes,No,No,No
4,others_will_punish,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4,reputation_decrease,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4,reputation_improve,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4,reputation_same,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
4,retaliation_expected,Yes,Cannot,Cannot,Yes,Cannot,Yes,No,Cannot,No,No,Yes,Cannot,Yes,Cannot,Cannot,Cannot,No,No,Yes,Yes
4,retaliation_not_expected,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Cannot,Cannot,Yes,Yes,No,Cannot,No,Yes,No,Yes
4,target_has_high_status,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
4,target_has_low_status,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4,target_has_supporters,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
4,target_no_supporters,Yes,Yes,Cannot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4,tit_for_tat,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Cannot,Yes,Yes,No,Yes,Yes,Yes,No,Yes
5,cost_10,No,No,No,No,Yes,Yes,No,No,No,Cannot,Yes,No,Yes,No,Yes,No,Yes,No,No,No
5,cost_10000,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5,deter_impossible,No,No,No,Cannot,No,No,No,No,No,Cannot,No,No,No,Cannot,No,Yes,No,Cannot,No,No
5,deter_others_impossible,Cannot,No,Cannot,No,Cannot,No,Cannot,<,No,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,No,Cannot,Cannot,No,No
5,deter_others_possible,Cannot,Cannot,Yes,Cannot,Yes,Cannot,No,No,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,No,Cannot,<,Cannot,Cannot,Cannot
5,deter_possible,Cannot,Yes,Cannot,Cannot,Cannot,Cannot,<,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,No,Yes,Cannot,No
5,grim_trigger,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Cannot
5,interaction_continuous,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes
5,interaction_not_continuous,No,Cannot,Yes,Cannot,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No
5,legal_implications,Cannot,No,No,No,No,Cannot,No,No,No,No,No,No,No,No,Cannot,No,No,No,No,No
5,legal_implications_none,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,No,Cannot,Cannot,Cannot,Yes,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,No
5,no_context,Cannot,Yes,Yes,Cannot,Yes,Yes,Cannot,Cannot,Cannot,Yes,Yes,Yes,Cannot,Cannot,Cannot,Yes,Cannot,Yes,Yes,Yes
5,offense_will_not_recur,No,Cannot,<,<,Cannot,Cannot,Cannot,Cannot,No,No,<,No,Cannot,Cannot,<,Cannot,<,<,Cannot,<
5,offense_will_recur,No,No,<,Cannot,No,<,Cannot,Cannot,Cannot,Cannot,Cannot,No,No,<,Cannot,Cannot,Cannot,Cannot,<,Cannot
5,offense_will_recur_despite_punishment,No,<,Cannot,Cannot,No,No,No,Cannot,<,No,No,<,No,No,No,No,<,No,No,No
5,others_ambivalent,Cannot,No,Cannot,No,No,No,No,No,Cannot,Cannot,No,Cannot,Cannot,Cannot,No,No,Cannot,No,Cannot,Cannot
5,others_do_not_want_punishment,No,No,Cannot,No,Cannot,No,No,<,Yes,Cannot,No,Cannot,No,Cannot,No,No,Cannot,Cannot,No,No
5,others_want_punishment,No,No,Cannot,No,No,Yes,<,No,Yes,Yes,No,No,No,<,Cannot,<,No,No,Cannot,No
5,others_will_not_punish,Cannot,Cannot,Cannot,No,No,Cannot,No,No,No,No,No,No,No,<,No,No,No,No,No,No
5,others_will_punish,No,No,No,No,No,No,Cannot,No,No,No,No,No,No,No,No,No,No,No,<,No
5,reputation_decrease,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5,reputation_improve,Yes,Cannot,Cannot,Yes,Yes,Cannot,Cannot,Cannot,Yes,Yes,Cannot,Yes,No,Cannot,Yes,Yes,Yes,Cannot,Yes,Cannot
5,reputation_same,Cannot,Yes,No,No,No,Cannot,No,No,Cannot,<,Yes,No,No,Cannot,Cannot,No,No,Yes,Cannot,Yes
5,retaliation_expected,Cannot,Cannot,No,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,No,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,No,Cannot
5,retaliation_not_expected,Cannot,Cannot,Cannot,Cannot,Cannot,<,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,<,Cannot,<,Cannot,Cannot,Cannot,Cannot
5,target_has_high_status,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5,target_has_low_status,Yes,Cannot,Cannot,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
5,target_has_supporters,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5,target_no_supporters,Yes,Yes,No,Yes,Yes,Yes,Yes,<,Cannot,Yes,Yes,Cannot,Yes,Yes,<,<,Cannot,No,Cannot,Yes
5,tit_for_tat,No,No,No,No,No,No,No,<,No,<,No,<,Cannot,No,Cannot,No,<,No,<,<
6,cost_10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6,cost_10000,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No
6,deter_impossible,Yes,Yes,Yes,Yes,Yes,Yes,Cannot,Yes,Yes,Yes,Cannot,Yes,Yes,Yes,Yes,Yes,Cannot,Yes,Yes,Yes
6,deter_others_impossible,Cannot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cannot,Yes,Yes,Yes,Cannot,Yes,Yes,Yes,Yes
6,deter_others_possible,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6,deter_possible,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cannot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cannot,Yes
6,grim_trigger,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
6,interaction_continuous,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6,interaction_not_continuous,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6,legal_implications,No,No,No,No,No,Cannot,No,No,No,Cannot,Cannot,No,No,No,Cannot,Cannot,Cannot,No,No,No
6,legal_implications_none,Yes,Cannot,Cannot,<,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Yes,Yes,Cannot,Yes,Yes,Cannot,Cannot,Cannot
6,no_context,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6,offense_will_not_recur,Yes,Yes,Yes,Yes,Yes,Yes,Cannot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6,offense_will_recur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6,offense_will_recur_despite_punishment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6,others_ambivalent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6,others_do_not_want_punishment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6,others_want_punishment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6,others_will_not_punish,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6,others_will_punish,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6,reputation_decrease,No,No,Cannot,No,No,No,No,No,No,No,No,No,No,No,No,Cannot,No,No,No,No
6,reputation_improve,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6,reputation_same,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6,retaliation_expected,Cannot,No,Cannot,Yes,Cannot,Yes,Cannot,Cannot,Cannot,Cannot,Yes,Yes,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot
6,retaliation_not_expected,Cannot,Cannot,Yes,Yes,Cannot,Yes,Cannot,Cannot,Yes,Yes,Yes,Yes,Cannot,Yes,Yes,Yes,Yes,Cannot,Yes,Cannot
6,target_has_high_status,Yes,Yes,Yes,Yes,Yes,Yes,Yes,<,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes
6,target_has_low_status,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
